                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                        q                                    grada                                  opacity                               luminosity                                    gradr 
                                      53                  4.7503999459874883E+001                  1.7607411887380993E+000                  4.4857321015414069E+000                 -9.8449417206063679E+000                  3.4430547274871759E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  9.9999998862990236E-001                  2.4764983394657686E-001                  7.8975248867452519E-001                  6.8393217381325958E+005                  2.7367520859548383E-001 
                                      54                  4.7503999439872004E+001                  1.7605920821405840E+000                  4.4906227667522192E+000                 -9.8399144344287244E+000                  3.4608181871250498E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  9.9999998820882463E-001                  2.4717879675293866E-001                  7.9387642147513704E-001                  6.8393217381329078E+005                  2.7399453571162630E-001 
                                      55                  4.7503999399866252E+001                  1.7602968483761920E+000                  4.4952949298420295E+000                 -9.8346117874716281E+000                  3.4779291117959636E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  9.9999998736666917E-001                  2.4675433290401338E-001                  7.9763256805845706E-001                  6.8393217381335702E+005                  2.7438517565885512E-001 
                                      56                  4.7503999379863373E+001                  1.7601508004613615E+000                  4.4983298455658884E+000                 -9.8315656812136467E+000                  3.4889876579122610E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  9.9999998694559145E-001                  2.4651212809657161E-001                  7.9954946748606570E-001                  6.8393217381339194E+005                  2.7445446449214855E-001 
                                      57                  4.7503999359860494E+001                  1.7600056273829292E+000                  4.5027656306753965E+000                 -9.8276177119818175E+000                  3.5050859002166503E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  9.9999998652451372E-001                  2.4623303256304810E-001                  8.0155338339062232E-001                  6.8393217381342791E+005                  2.7433855955727693E-001 
                                      58                  4.7503999319854742E+001                  1.7597174777682130E+000                  4.5084138120307635E+000                 -9.8221671945316853E+000                  3.5257154584394317E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  9.9999998568235826E-001                  2.4602759042840955E-001                  8.0348060001710009E-001                  6.8393217381350312E+005                  2.7383832776791345E-001 
                                      59                  4.7503999279848998E+001                  1.7594323579329330E+000                  4.5138062901456228E+000                 -9.8169414624010400E+000                  3.5454599880130799E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  9.9999998484020280E-001                  2.4599987288485886E-001                  8.0457892789016394E-001                  6.8393217381358193E+005                  2.7315604522829373E-001 
                                      60                  4.7503999239843232E+001                  1.7591500956993684E+000                  4.5176793556867096E+000                 -9.8127828289456289E+000                  3.5597372216477621E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  9.9999998399804735E-001                  2.4607783296982977E-001                  8.0522458055015511E-001                  6.8393217381366366E+005                  2.7237974916397173E-001 
                                      61                  4.7503999219840360E+001                  1.7590101055183212E+000                  4.5202019055960596E+000                 -9.8102489047150243E+000                  3.5690129408544040E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  9.9999998357696962E-001                  2.4617500748113505E-001                  8.0540254460080551E-001                  6.8393217381370545E+005                  2.7196152165133197E-001 
                                      62                  4.7503999199837487E+001                  1.7588707954190981E+000                  4.5238996032753880E+000                 -9.8067521362670238E+000                  3.5825824478261903E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  9.9999998315589189E-001                  2.4637853669068013E-001                  8.0536085743728547E-001                  6.8393217381374771E+005                  2.7148725512916594E-001 
                                      63                  4.7503999159831736E+001                  1.7585940120958141E+000                  4.5286338493818832E+000                 -9.8016448440862796E+000                  3.6000834517955673E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  9.9999998231373644E-001                  2.4670951547485948E-001                  8.0540154395747343E-001                  6.8393217381383374E+005                  2.7054675675088763E-001 
                                      64                  4.7503999119825984E+001                  1.7583199437325792E+000                  4.5331811617115330E+000                 -9.7964989174982744E+000                  3.6169481465474007E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  9.9999998147158098E-001                  2.4707489572416305E-001                  8.0524637717446956E-001                  6.8393217381392128E+005                  2.6966644013589330E-001 
                                      65                  4.7503999079820225E+001                  1.7580485929305303E+000                  4.5375549247980906E+000                 -9.7912904822246354E+000                  3.6332222240288528E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  9.9999998062942552E-001                  2.4744040847206422E-001                  8.0486659525862059E-001                  6.8393217381401011E+005                  2.6878561373816501E-001 
                                      66                  4.7503999039814474E+001                  1.7577799764673778E+000                  4.5438559873913666E+000                 -9.7842550881176678E+000                  3.6566003124167508E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  9.9999997978727007E-001                  2.4794668029895400E-001                  8.0325680076534789E-001                  6.8393217381409963E+005                  2.6781844237929997E-001 
                                      67                  4.7503998959802963E+001                  1.7572499164304374E+000                  4.5497466982691543E+000                 -9.7750986115987786E+000                  3.6788898066346460E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  9.9999997810295915E-001                  2.4834668441271196E-001                  8.0239304706244896E-001                  6.8393217381428136E+005                  2.6599519969094321E-001 
                                      68                  4.7503998919797212E+001                  1.7569897063124136E+000                  4.5535331961639924E+000                 -9.7694939118922246E+000                  3.6931719073786455E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  9.9999997726080370E-001                  2.4858010015638204E-001                  8.0117090791586920E-001                  6.8393217381437204E+005                  2.6514412837129137E-001 
